source,campaign,influencer_id,user_id,product,date,orders,revenue
Instagram,HK Protein Launch,13,5f3588ae-ffdc-4679-8322-503a4f49f187,Creatine,2024-02-29 18:00:00,1,1901.98
YouTube,MB Pro Campaign,155,0e4fe685-95de-406b-8ee8-9b5e4aab6c32,Kids Drink,2024-02-29 19:00:00,2,2482.05
YouTube,HK Protein Launch,190,3d0896a5-4d03-4c8c-8798-87b3c6453cd1,Multivitamin,2024-02-29 20:00:00,4,1660.35
YouTube,FitZone Summer Blast,74,99698155-327f-4e3b-a3cf-da14dd9a1b72,Creatine,2024-02-29 21:00:00,3,1878.63
Twitter,FitZone Summer Blast,96,70efbc95-cfc1-4b72-9a42-2835d73a6953,Multivitamin,2024-02-29 22:00:00,2,2162.39
Instagram,Gritzo Kids Push,105,9f3bf51d-876e-4998-ae59-5b28f8cf5798,Whey Protein,2024-02-29 23:00:00,2,2742.43
Instagram,HKVitals Glow Drive,173,5fe50b31-3955-4b41-a7cf-e35f23e0e99a,Multivitamin,2024-03-01 00:00:00,6,456.91
YouTube,HKVitals Glow Drive,131,4895c77e-2908-40f8-abd5-83247e297c11,Multivitamin,2024-03-01 01:00:00,5,1126.66
Instagram,MB Pro Campaign,150,6f55fe89-33c0-47a1-ade7-7a46279deeb1,Kids Drink,2024-03-01 02:00:00,3,2185.27
Twitter,HK Protein Launch,155,69ad941a-b8d0-4d84-9054-389cb2298f1d,Multivitamin,2024-03-01 03:00:00,1,2883.38
Instagram,MB Pro Campaign,183,04514155-9c8f-4c39-9fb6-4648ee09d6fd,Creatine,2024-03-01 04:00:00,4,2946.26
YouTube,Gritzo Kids Push,67,0d0fd188-a958-4a3e-aa4e-78295e33e8ed,Multivitamin,2024-03-01 05:00:00,3,1986.69
Twitter,Gritzo Kids Push,33,04ededb1-3074-4ae5-af86-ae5389325db5,Omega-3,2024-03-01 06:00:00,1,742.08
Twitter,HKVitals Glow Drive,2,4e311aaf-9da9-4de5-b208-d94e1d7e249a,Multivitamin,2024-03-01 07:00:00,2,533.78
YouTube,Gritzo Kids Push,75,16f5d4ea-e80b-4e7c-9ec4-5818d7f72c3a,Omega-3,2024-03-01 08:00:00,6,2848.92
Instagram,HK Protein Launch,174,bb7f59aa-decc-48ba-a1f4-54eff2f6347e,Multivitamin,2024-03-01 09:00:00,4,1415.0
YouTube,FitZone Summer Blast,74,c6a32954-b017-4946-831e-25cb1b98af9a,Multivitamin,2024-03-01 10:00:00,4,745.48
Instagram,Gritzo Kids Push,161,8ff3be02-344d-4795-841e-3219bb5fa340,Creatine,2024-03-01 11:00:00,3,2814.9
Instagram,MB Pro Campaign,186,38d84e28-59f1-4583-9900-7afac5395888,Omega-3,2024-03-01 12:00:00,5,492.67
Twitter,HK Protein Launch,135,4d9744de-0d89-4646-8d5c-072b26ac6f2d,Omega-3,2024-03-01 13:00:00,1,2242.8
YouTube,Gritzo Kids Push,143,c57d853d-ece1-4d99-bb70-b48d969bbb62,Kids Drink,2024-03-01 14:00:00,6,1950.74
Twitter,Gritzo Kids Push,26,e2cec45b-47f9-499d-8641-509583bd74ad,Multivitamin,2024-03-01 15:00:00,6,445.66
YouTube,HK Protein Launch,139,434e97ba-f9eb-478d-8164-0ff2f3372257,Multivitamin,2024-03-01 16:00:00,3,1148.5
YouTube,Gritzo Kids Push,128,ebe6da76-16a0-4631-bdb4-ae97c8ffd943,Creatine,2024-03-01 17:00:00,5,619.81
Twitter,FitZone Summer Blast,166,32b48b60-4b74-4a20-b5dc-c6c745668015,Kids Drink,2024-03-01 18:00:00,5,1892.6
YouTube,HKVitals Glow Drive,27,b02bc05f-4a07-41b1-a4ec-a504f0737fcf,Kids Drink,2024-03-01 19:00:00,5,1535.92
YouTube,HK Protein Launch,135,a8a4affc-de31-408f-9f3b-8ed82c2d0ec2,Creatine,2024-03-01 20:00:00,4,211.97
Instagram,MB Pro Campaign,129,0e6bf7f7-2adb-432f-89fe-bf3022a9c92a,Omega-3,2024-03-01 21:00:00,1,2931.99
YouTube,Gritzo Kids Push,21,0cae3613-7e24-4739-b262-6ab4f88393d5,Whey Protein,2024-03-01 22:00:00,1,1178.84
YouTube,HKVitals Glow Drive,79,50eee5a0-29d4-4f83-aec8-e183f1c1f910,Creatine,2024-03-01 23:00:00,3,922.97
Twitter,MB Pro Campaign,158,f62e88eb-7e8f-48b1-9f95-afabdecd332a,Omega-3,2024-03-02 00:00:00,2,822.84
Twitter,MB Pro Campaign,94,36cd7d10-3260-4a6f-94ab-ac5dcc0e1720,Kids Drink,2024-03-02 01:00:00,3,644.68
YouTube,FitZone Summer Blast,8,f4a72f04-a69b-4c8f-8bcb-6e234b20dff8,Creatine,2024-03-02 02:00:00,1,2997.58
Instagram,HKVitals Glow Drive,83,fa0b2f1a-0204-4436-ba1a-648ffac38c59,Whey Protein,2024-03-02 03:00:00,4,1026.31
Instagram,HK Protein Launch,3,2129c9f8-2f73-4ffe-a4a4-7c4792396e2c,Multivitamin,2024-03-02 04:00:00,3,1335.44
Twitter,HKVitals Glow Drive,55,707d6d2e-a3d8-42db-b059-c9c5ee12b8a7,Creatine,2024-03-02 05:00:00,2,2639.8
YouTube,HKVitals Glow Drive,143,b6d54e55-b20e-4d36-98b8-67080b622051,Whey Protein,2024-03-02 06:00:00,6,1997.29
YouTube,MB Pro Campaign,36,9201b00f-dc4c-4b5c-82a0-af113e419db7,Whey Protein,2024-03-02 07:00:00,3,1232.34
Instagram,FitZone Summer Blast,6,84a28517-564f-4560-ae5e-2584e1a0444e,Creatine,2024-03-02 08:00:00,5,2715.32
Instagram,FitZone Summer Blast,121,ec0f1de1-ab22-4c72-95da-c28473873f26,Omega-3,2024-03-02 09:00:00,2,2299.23
Instagram,HKVitals Glow Drive,42,4045257e-4350-4772-9a6c-15afdf3f781c,Creatine,2024-03-02 10:00:00,5,838.12
Twitter,HKVitals Glow Drive,50,f12bd52f-7269-4020-a148-3d03f39d1de5,Kids Drink,2024-03-02 11:00:00,4,2002.47
YouTube,Gritzo Kids Push,112,9343202b-d447-4b44-bc2d-609a70be3cb8,Whey Protein,2024-03-02 12:00:00,1,2782.72
Twitter,MB Pro Campaign,146,745649fc-689f-45e0-9b08-04787e395720,Whey Protein,2024-03-02 13:00:00,3,1590.09
YouTube,HK Protein Launch,50,4b50ca30-4829-4f89-940f-27e36abd7285,Multivitamin,2024-03-02 14:00:00,3,2254.11
Twitter,HK Protein Launch,30,8b9d738a-9552-48ae-b966-c59807c7c272,Whey Protein,2024-03-02 15:00:00,5,2919.09
YouTube,FitZone Summer Blast,39,da72f896-12ec-4374-98ee-8f1bcd38ea1a,Multivitamin,2024-03-02 16:00:00,5,2133.16
Instagram,MB Pro Campaign,116,b1ea58ed-0dd2-4116-978b-cb19d48a8311,Whey Protein,2024-03-02 17:00:00,1,486.83
Instagram,FitZone Summer Blast,140,4b3b5f78-47f4-4a60-b09a-28f0dc0c0cf3,Whey Protein,2024-03-02 18:00:00,3,884.77
Instagram,HK Protein Launch,59,a53141bd-60a1-4fb4-a914-b61777f183fe,Creatine,2024-03-02 19:00:00,1,1866.27
Twitter,HKVitals Glow Drive,76,07f55e59-64e4-4fd5-ab4c-37e22e5d8da3,Creatine,2024-03-02 20:00:00,5,971.56
Instagram,MB Pro Campaign,172,6784bb41-4282-40ba-b52f-818627be3c4a,Kids Drink,2024-03-02 21:00:00,6,2881.12
YouTube,MB Pro Campaign,132,a4df4777-38a3-4603-801f-4ffa3a19530f,Omega-3,2024-03-02 22:00:00,5,1334.99
Twitter,Gritzo Kids Push,164,8a5dc8dd-855a-468e-9256-e22f754680c2,Kids Drink,2024-03-02 23:00:00,2,1480.25
YouTube,HKVitals Glow Drive,48,94fc5aaa-d244-46bc-93a9-586042630087,Whey Protein,2024-03-03 00:00:00,5,2164.49
Twitter,HKVitals Glow Drive,142,86ecf741-ea55-4e59-a0da-0ee3036882bf,Kids Drink,2024-03-03 01:00:00,5,1667.9
YouTube,FitZone Summer Blast,81,d6e24fbf-2b40-40c3-a6ee-321190d1d3c6,Creatine,2024-03-03 02:00:00,6,1270.01
YouTube,MB Pro Campaign,49,b901254e-5e03-4863-ab48-a73fa229ce30,Whey Protein,2024-03-03 03:00:00,1,414.59
Twitter,FitZone Summer Blast,67,8a84bffb-8500-4c34-a89e-ede01094e238,Whey Protein,2024-03-03 04:00:00,2,1870.05
Twitter,HKVitals Glow Drive,77,8d128cae-b1f4-4c47-899f-28649a95b6fd,Kids Drink,2024-03-03 05:00:00,2,2629.22
Instagram,Gritzo Kids Push,137,ead8a838-8a7c-40e0-b207-b08691fb7969,Multivitamin,2024-03-03 06:00:00,3,2120.13
Instagram,MB Pro Campaign,21,1993f3b3-7dc9-4a87-a457-2327f7114ad0,Omega-3,2024-03-03 07:00:00,6,1268.19
YouTube,HKVitals Glow Drive,105,727738eb-4388-436d-8242-cb152d7b2b5a,Kids Drink,2024-03-03 08:00:00,4,557.63
YouTube,Gritzo Kids Push,72,a86636f3-7ac9-43d9-be4c-86d7531a3846,Kids Drink,2024-03-03 09:00:00,3,2485.75
YouTube,HK Protein Launch,16,4edafdfe-822b-4663-b52d-3c2374c10c40,Omega-3,2024-03-03 10:00:00,3,2836.9
Twitter,HKVitals Glow Drive,144,527baf17-018f-4550-b2aa-1b448af3429a,Whey Protein,2024-03-03 11:00:00,3,1287.16
Twitter,HK Protein Launch,28,d2cf482f-c5ce-47b2-a9b4-10e18e5a00b5,Whey Protein,2024-03-03 12:00:00,2,2240.2
Instagram,FitZone Summer Blast,179,0378b22f-b7b3-45f7-b544-4ce49ba049df,Multivitamin,2024-03-03 13:00:00,1,1350.14
YouTube,HK Protein Launch,184,25e49ec9-58c7-449a-87e9-8200a22bb3a0,Kids Drink,2024-03-03 14:00:00,5,1606.35
Instagram,HKVitals Glow Drive,80,0514442d-ea6b-456e-88b4-cc493b10cc0c,Omega-3,2024-03-03 15:00:00,2,2542.13
Twitter,HK Protein Launch,57,2a298b38-5d6e-495d-b529-56a62ea72a6f,Kids Drink,2024-03-03 16:00:00,5,433.59
Twitter,MB Pro Campaign,110,08c63e85-f346-4e1d-a479-ecd2a0a3f926,Creatine,2024-03-03 17:00:00,5,1684.94
Twitter,HKVitals Glow Drive,52,0f95637b-e5b1-4b8d-9f53-403478822c1d,Kids Drink,2024-03-03 18:00:00,4,800.94
Instagram,Gritzo Kids Push,174,ef99163d-6aca-4648-b1b3-2bff2f6a890d,Kids Drink,2024-03-03 19:00:00,3,1151.46
Twitter,HK Protein Launch,166,8f0b2a26-83f6-40f8-b9a1-208bbdae6544,Creatine,2024-03-03 20:00:00,4,2004.4
YouTube,MB Pro Campaign,84,d09f19a4-4cd6-40b3-81e6-c1a533455baa,Creatine,2024-03-03 21:00:00,3,276.24
Instagram,FitZone Summer Blast,48,f4292a1e-f5a5-4177-9f60-9d3f5bcb72cb,Omega-3,2024-03-03 22:00:00,2,1862.71
Twitter,FitZone Summer Blast,127,c6324086-2f31-48e6-baba-ce6c14d80a65,Whey Protein,2024-03-03 23:00:00,5,993.64
Instagram,HK Protein Launch,169,8eac8613-e480-469c-b9c6-0db30ec50087,Multivitamin,2024-03-04 00:00:00,4,2074.56
Instagram,FitZone Summer Blast,98,3d25a433-70eb-403d-bde0-187a3ecf164d,Creatine,2024-03-04 01:00:00,6,596.43
Twitter,Gritzo Kids Push,118,05ba1c48-54d3-4491-92c9-6f8004de98be,Whey Protein,2024-03-04 02:00:00,2,2260.27
Twitter,HKVitals Glow Drive,187,6bc56f84-adec-42b0-89e4-6660f3a003df,Omega-3,2024-03-04 03:00:00,2,2007.79
Instagram,MB Pro Campaign,93,a02844dc-7b38-49c7-beba-26b0e91fe1a4,Kids Drink,2024-03-04 04:00:00,6,2919.48
Instagram,HK Protein Launch,67,67e409ae-f2e8-42b9-8ffd-2a8baa8f2751,Omega-3,2024-03-04 05:00:00,3,2751.46
Twitter,FitZone Summer Blast,74,f41be140-72ba-49ca-a2fd-a02374b4d301,Omega-3,2024-03-04 06:00:00,5,993.25
YouTube,HKVitals Glow Drive,84,164f2da9-1ad3-4f09-ab9a-f7d089b8eab0,Creatine,2024-03-04 07:00:00,3,276.49
Instagram,Gritzo Kids Push,194,6600171f-9d65-4b16-967c-0f3b49fdd011,Multivitamin,2024-03-04 08:00:00,3,2035.03
Instagram,FitZone Summer Blast,155,3d8f3d04-70cc-41f0-8043-58ad10218667,Creatine,2024-03-04 09:00:00,2,1888.08
YouTube,FitZone Summer Blast,160,751692df-2820-4348-ad3c-7fe8e7e75e18,Kids Drink,2024-03-04 10:00:00,3,276.8
Twitter,MB Pro Campaign,184,1c040758-461a-4536-8517-29c9d6414ab1,Creatine,2024-03-04 11:00:00,1,543.5
Twitter,Gritzo Kids Push,10,8bb83056-eebb-4131-8b5a-10fd9b5d1c95,Kids Drink,2024-03-04 12:00:00,6,1837.16
YouTube,Gritzo Kids Push,168,93601243-7a10-43aa-a926-811827e959f0,Creatine,2024-03-04 13:00:00,6,2753.12
Twitter,HK Protein Launch,145,9827bfef-1078-4880-9d95-95e5bdab58f7,Multivitamin,2024-03-04 14:00:00,5,2738.2
Twitter,MB Pro Campaign,186,ff98e7aa-d663-4580-b1ee-457a2c9d3710,Whey Protein,2024-03-04 15:00:00,6,624.16
Instagram,HK Protein Launch,118,0b0dfcc1-1922-4b59-83ae-c97c1a1dfb2a,Multivitamin,2024-03-04 16:00:00,3,1276.81
Instagram,MB Pro Campaign,97,573952b1-c6a8-49e7-802f-33fe2b852a65,Creatine,2024-03-04 17:00:00,3,320.97
Instagram,Gritzo Kids Push,6,f3e07ed2-2cb3-40d3-bcbe-f1651507372a,Omega-3,2024-03-04 18:00:00,4,1513.96
YouTube,MB Pro Campaign,167,0ad3d0bf-f30f-49e6-bf23-c37fd0a59e83,Whey Protein,2024-03-04 19:00:00,5,2308.63
Twitter,MB Pro Campaign,18,ea220b0c-c950-4f6d-abe5-302f34598658,Omega-3,2024-03-04 20:00:00,5,2411.92
Twitter,MB Pro Campaign,72,ea953d28-40a0-48fd-9d3a-7528ba2ff58e,Multivitamin,2024-03-04 21:00:00,6,1597.17
Instagram,HKVitals Glow Drive,89,4039ab21-a25c-47dd-9e60-35f7d93e7c03,Whey Protein,2024-03-04 22:00:00,3,468.44
Instagram,HKVitals Glow Drive,42,6466c35c-c5e5-4455-a823-2fd573ffd51d,Creatine,2024-03-04 23:00:00,1,1267.82
YouTube,Gritzo Kids Push,4,188432e2-e056-4699-8bf2-a410ca120046,Omega-3,2024-03-05 00:00:00,4,2809.89
Twitter,MB Pro Campaign,20,928d16f9-95af-4578-9de4-8e38a4428502,Creatine,2024-03-05 01:00:00,1,842.92
YouTube,Gritzo Kids Push,28,0f9132ad-b271-40de-8f45-a13254f648e8,Kids Drink,2024-03-05 02:00:00,3,1095.31
Twitter,HKVitals Glow Drive,168,a59b3855-6414-4aef-a080-f2026fda45d1,Whey Protein,2024-03-05 03:00:00,5,2291.12
YouTube,MB Pro Campaign,193,9149e8f1-984a-4613-b2b6-b5dd997981b8,Omega-3,2024-03-05 04:00:00,5,2254.03
Instagram,HK Protein Launch,104,eafb9eca-7d76-4220-882f-91a090c0a7cc,Multivitamin,2024-03-05 05:00:00,1,2754.17
YouTube,HKVitals Glow Drive,44,ab416c2a-ddb7-4c98-8d7f-24893785b78e,Multivitamin,2024-03-05 06:00:00,2,1286.73
YouTube,HKVitals Glow Drive,23,7ee613c5-e239-4370-a1c8-a8f68692d453,Multivitamin,2024-03-05 07:00:00,3,1640.88
Instagram,HKVitals Glow Drive,185,25492680-dde6-42a5-a145-5277d9eba763,Multivitamin,2024-03-05 08:00:00,5,1508.7
Twitter,MB Pro Campaign,47,ce20430e-7d89-4ff9-b78f-f794fc867745,Omega-3,2024-03-05 09:00:00,6,2797.71
Twitter,FitZone Summer Blast,13,149bb922-02a5-466a-b379-3bbe9e6a1de0,Kids Drink,2024-03-05 10:00:00,2,2354.13
Instagram,HK Protein Launch,144,dd376f47-80ee-4b6e-93b1-024abef6019e,Multivitamin,2024-03-05 11:00:00,5,2528.04
YouTube,HK Protein Launch,183,928b95dc-9188-4acf-a0de-1d9028d97dd0,Multivitamin,2024-03-05 12:00:00,6,572.68
YouTube,Gritzo Kids Push,95,0d7ce621-d233-4800-8941-4e0f12112fc5,Multivitamin,2024-03-05 13:00:00,5,2417.17
YouTube,MB Pro Campaign,193,f97c1cf9-ec9f-4888-9519-c9a4e51c9c16,Kids Drink,2024-03-05 14:00:00,2,1412.34
Twitter,HKVitals Glow Drive,16,8fb5e1ce-3480-409a-b05d-c419a0b5b4d8,Whey Protein,2024-03-05 15:00:00,1,265.35
YouTube,FitZone Summer Blast,119,467707ce-9e50-4516-bccc-06033ad47944,Multivitamin,2024-03-05 16:00:00,3,368.25
Twitter,MB Pro Campaign,165,2aa8140d-88d5-4ed2-9bc3-269c077c28ba,Multivitamin,2024-03-05 17:00:00,2,2098.14
YouTube,MB Pro Campaign,180,8c3791b1-bbbd-46fc-8d26-da4dcbec3b64,Multivitamin,2024-03-05 18:00:00,2,1241.63
Instagram,FitZone Summer Blast,117,61010bdd-8251-496e-802f-e6a4c770016b,Whey Protein,2024-03-05 19:00:00,5,2630.72
Instagram,HKVitals Glow Drive,10,ca749cba-9464-4e0b-a8b9-5a9a4c3b6c59,Multivitamin,2024-03-05 20:00:00,6,2255.96
Twitter,MB Pro Campaign,122,0b38db37-df08-49de-91f5-1b563857f9a9,Whey Protein,2024-03-05 21:00:00,2,260.7
Twitter,HK Protein Launch,38,8330f28b-5bd3-44ae-a919-9723d0a6a81b,Whey Protein,2024-03-05 22:00:00,3,2123.29
Instagram,HK Protein Launch,44,c326dd70-22d2-4c4a-8038-f07d2a9936f4,Creatine,2024-03-05 23:00:00,1,738.59
Instagram,FitZone Summer Blast,95,2515c228-880c-486d-9bef-86f775c1ed1e,Creatine,2024-03-06 00:00:00,6,1383.23
YouTube,HKVitals Glow Drive,74,bbc481b4-063c-4e89-ac0f-8907cf4b4f15,Multivitamin,2024-03-06 01:00:00,1,1949.26
Instagram,FitZone Summer Blast,182,4ea8693e-5763-44d5-95da-6c085c3d192e,Omega-3,2024-03-06 02:00:00,1,2643.61
Twitter,MB Pro Campaign,113,94e0b1f7-dde4-46c6-bb35-cef13ad0ca58,Creatine,2024-03-06 03:00:00,3,1477.07
Instagram,HK Protein Launch,51,b27a6c6a-d764-4f62-a7d6-3673e171cb93,Creatine,2024-03-06 04:00:00,5,2463.77
Twitter,Gritzo Kids Push,52,e861b3bf-90d4-48f8-8911-33a423274634,Omega-3,2024-03-06 05:00:00,6,2392.3
Twitter,FitZone Summer Blast,198,75a24b28-0ef2-4144-963d-292fc08e26a2,Kids Drink,2024-03-06 06:00:00,6,1360.71
YouTube,Gritzo Kids Push,92,83b5713e-c076-41ce-83a1-a75e5bd1f665,Multivitamin,2024-03-06 07:00:00,3,1602.74
YouTube,Gritzo Kids Push,59,97e0a719-6446-4a5f-8619-e93d3954f63f,Kids Drink,2024-03-06 08:00:00,6,2161.36
YouTube,HK Protein Launch,13,f2675ee6-e9f8-4593-a337-b5a17abaf090,Kids Drink,2024-03-06 09:00:00,2,287.22
YouTube,FitZone Summer Blast,169,27a47941-221e-456a-a530-020e2af17b55,Whey Protein,2024-03-06 10:00:00,4,2694.27
Instagram,Gritzo Kids Push,12,96858607-fcd0-4ec8-bee2-5469192440a1,Whey Protein,2024-03-06 11:00:00,4,2355.49
YouTube,MB Pro Campaign,50,10348c8a-497c-451e-92a2-1f213aeadc2a,Multivitamin,2024-03-06 12:00:00,4,898.36
Instagram,HKVitals Glow Drive,57,db055360-fa07-4327-868d-7da6e4c5db2b,Omega-3,2024-03-06 13:00:00,1,2947.3
YouTube,HKVitals Glow Drive,178,6abba776-927a-44bd-9059-5235c06e60c6,Whey Protein,2024-03-06 14:00:00,6,702.29
YouTube,HK Protein Launch,119,c1a29ac8-eb84-4bac-9a2e-f7c257aef1b5,Creatine,2024-03-06 15:00:00,3,2759.44
Twitter,FitZone Summer Blast,57,b9aea7f2-f680-4654-9ca0-af2252560de8,Multivitamin,2024-03-06 16:00:00,6,1108.53
Instagram,FitZone Summer Blast,182,847b5e01-d7d2-4ab8-b290-52230ba6bec9,Kids Drink,2024-03-06 17:00:00,3,2336.81
Twitter,HKVitals Glow Drive,194,0523a93a-7e0f-4baf-9f7d-478342d3316e,Multivitamin,2024-03-06 18:00:00,6,1477.85
YouTube,MB Pro Campaign,8,2ed2ec77-ee93-4db1-9931-06d54cc81158,Whey Protein,2024-03-06 19:00:00,1,2262.11
Instagram,HKVitals Glow Drive,106,29e92157-00ff-4c38-886f-46796ecfd236,Omega-3,2024-03-06 20:00:00,2,636.19
YouTube,HKVitals Glow Drive,191,d34ab22c-7122-4359-8ed5-f6247049aed0,Kids Drink,2024-03-06 21:00:00,4,954.62
Twitter,FitZone Summer Blast,137,a1c3d7a7-98b5-42df-8f40-8de4a72a8055,Omega-3,2024-03-06 22:00:00,4,479.6
Instagram,Gritzo Kids Push,188,67b95040-0ed7-4908-b491-0e714a0052c8,Multivitamin,2024-03-06 23:00:00,6,2622.4
Twitter,MB Pro Campaign,120,1fdac11c-6c2d-43f5-afdd-8e82aa343fef,Omega-3,2024-03-07 00:00:00,1,1029.62
YouTube,FitZone Summer Blast,63,d7ded32d-da9f-480a-a2b1-a3fa101a326f,Omega-3,2024-03-07 01:00:00,4,2144.53
YouTube,HKVitals Glow Drive,72,28fbf130-0372-4cde-95d7-d23832e174c4,Multivitamin,2024-03-07 02:00:00,6,2496.62
YouTube,Gritzo Kids Push,131,55e36c11-771c-4507-9940-dccb7c27f48f,Kids Drink,2024-03-07 03:00:00,5,2723.97
Instagram,MB Pro Campaign,13,d64969d7-af6b-4c58-9ddf-5f6a834d12b3,Omega-3,2024-03-07 04:00:00,6,497.63
Twitter,HK Protein Launch,137,dda62806-3f2d-4292-bbf1-16a16b40a9eb,Omega-3,2024-03-07 05:00:00,3,2700.44
Twitter,MB Pro Campaign,52,76c5ccb1-e97d-4aa3-b0ba-4cf582d89b60,Multivitamin,2024-03-07 06:00:00,4,752.31
YouTube,MB Pro Campaign,62,6cd70477-d47c-4c72-b099-49ab4a90b8f0,Creatine,2024-03-07 07:00:00,4,2263.33
Twitter,HKVitals Glow Drive,119,93c7d070-7f3e-45f0-85e7-1ab3f745832f,Omega-3,2024-03-07 08:00:00,5,2240.78
Instagram,HKVitals Glow Drive,109,37f75fa8-6b41-4c54-a6e0-f766735b9fc0,Whey Protein,2024-03-07 09:00:00,2,223.81
YouTube,HK Protein Launch,8,d56b949a-a623-4205-87a2-5873f966910a,Kids Drink,2024-03-07 10:00:00,6,817.75
YouTube,HK Protein Launch,95,66c5baee-0ad8-4e56-8fbb-8604c504367d,Omega-3,2024-03-07 11:00:00,2,1577.34
YouTube,HK Protein Launch,125,4f11412f-7bc4-44ef-a53c-4866d07be723,Multivitamin,2024-03-07 12:00:00,6,1376.1
Instagram,FitZone Summer Blast,173,367b2849-b7f8-4a79-9898-b7fa4d5a1a8e,Whey Protein,2024-03-07 13:00:00,5,2772.01
YouTube,FitZone Summer Blast,53,12d42ad1-c5f3-47ef-b127-f595d2115a70,Multivitamin,2024-03-07 14:00:00,2,1207.27
YouTube,HKVitals Glow Drive,63,07f97f76-55a9-48e8-b1f3-5a51a07f09cd,Omega-3,2024-03-07 15:00:00,1,2823.55
YouTube,HKVitals Glow Drive,95,4358063f-30c6-402d-b30f-637967a2e8fe,Whey Protein,2024-03-07 16:00:00,5,1486.4
YouTube,HK Protein Launch,81,2036f69c-eb1e-4cb0-a0d5-a8944e86545a,Kids Drink,2024-03-07 17:00:00,6,2900.19
Twitter,FitZone Summer Blast,57,09e3ade9-a98b-4968-a9a7-758e0d071a26,Kids Drink,2024-03-07 18:00:00,3,2264.59
YouTube,Gritzo Kids Push,182,3feefcfb-94d1-4561-aaad-15a6f9e3e7b7,Kids Drink,2024-03-07 19:00:00,3,2522.14
Instagram,FitZone Summer Blast,147,19406517-bf28-4aab-ab3e-2e2565e1684a,Creatine,2024-03-07 20:00:00,3,493.66
YouTube,HKVitals Glow Drive,67,c765c66f-eab9-4d2a-bd4b-2b7238dddc10,Multivitamin,2024-03-07 21:00:00,6,1841.2
YouTube,FitZone Summer Blast,46,9c7c0145-b492-4924-816f-ebff084f05ca,Omega-3,2024-03-07 22:00:00,4,599.56
Twitter,HKVitals Glow Drive,94,254a50c4-2ec5-4f21-8c75-693871db9c9b,Whey Protein,2024-03-07 23:00:00,5,1033.34
YouTube,HK Protein Launch,138,1874b666-e813-48e1-878a-852e94bbf7fd,Multivitamin,2024-03-08 00:00:00,5,1945.98
Twitter,HK Protein Launch,113,51aac36d-4240-41de-aaad-dbbb1af0f5fb,Omega-3,2024-03-08 01:00:00,2,2233.43
Instagram,HK Protein Launch,93,d36287e6-61e9-4125-9a22-9436edda973b,Creatine,2024-03-08 02:00:00,5,309.71
Twitter,Gritzo Kids Push,146,2b1591bf-d44d-4492-af9c-8a4c640f09c5,Omega-3,2024-03-08 03:00:00,5,1686.64
YouTube,Gritzo Kids Push,140,4ffbc417-bc16-476c-954b-b593a3f79147,Multivitamin,2024-03-08 04:00:00,2,1782.88
Instagram,HKVitals Glow Drive,49,dada0de5-ddc1-4d99-ac10-c59adea8862a,Omega-3,2024-03-08 05:00:00,5,420.72
YouTube,MB Pro Campaign,23,ecfc876d-aa63-41c7-afad-ecc98782e25a,Whey Protein,2024-03-08 06:00:00,5,1601.93
Twitter,Gritzo Kids Push,62,c2a7de5f-0e82-428d-9b74-291fde8f0450,Creatine,2024-03-08 07:00:00,1,2198.76
Instagram,HKVitals Glow Drive,11,7c0abae5-a879-400d-8f1d-c131d4ddb106,Whey Protein,2024-03-08 08:00:00,6,349.04
Instagram,FitZone Summer Blast,73,bc1a0d32-6181-407b-bbcf-2c11f27c7ebd,Creatine,2024-03-08 09:00:00,2,2328.75
Twitter,HK Protein Launch,118,347a6cc6-9517-4c9c-ad38-dc106e384ed5,Creatine,2024-03-08 10:00:00,1,1813.99
Twitter,HK Protein Launch,184,ef0dac6a-269c-4a77-aaf4-74cbb307e9ae,Omega-3,2024-03-08 11:00:00,4,2533.04
Instagram,HK Protein Launch,88,34391159-4c57-456a-9d77-79ebc30be010,Whey Protein,2024-03-08 12:00:00,2,810.58
Instagram,HKVitals Glow Drive,89,8d169269-8cfb-4612-b68e-24eac2749660,Creatine,2024-03-08 13:00:00,6,2533.17
Twitter,HK Protein Launch,55,02f80242-2834-46b5-848e-8273f34aa71a,Creatine,2024-03-08 14:00:00,5,464.77
YouTube,Gritzo Kids Push,153,d7af58ab-8584-4ea4-92bd-e9ccffba2e0a,Omega-3,2024-03-08 15:00:00,5,1330.72
Instagram,FitZone Summer Blast,9,d23230fe-4ffa-4b3d-b9b0-f8678baace6b,Multivitamin,2024-03-08 16:00:00,1,758.56
Twitter,HK Protein Launch,12,c834187e-c6da-478f-8f1e-699614f68ee6,Multivitamin,2024-03-08 17:00:00,1,2652.86
YouTube,HKVitals Glow Drive,139,21a09952-5e25-4c06-9f62-d5afb132f033,Kids Drink,2024-03-08 18:00:00,4,2173.78
Instagram,FitZone Summer Blast,113,8a3886bc-f9ed-4554-a5fc-d63ce6f9ec29,Kids Drink,2024-03-08 19:00:00,4,271.01
Instagram,HK Protein Launch,166,b2c03e03-e3b6-41dd-b694-b5a94b8cbfb2,Creatine,2024-03-08 20:00:00,6,226.67
Twitter,MB Pro Campaign,156,d933f236-8d5c-4568-b3a6-e13c848b1dd2,Multivitamin,2024-03-08 21:00:00,5,1015.5
YouTube,HK Protein Launch,8,16e08564-cb76-440b-b7d6-72006a21df5e,Creatine,2024-03-08 22:00:00,3,601.19
